400,550,800,1024,4096
980,180,1960,64,2048
1200,300,2400,512,2048
1010,410,2020,256,1024
1420,200,2840,32,512
1370,470,2740,128,512
790,360,1580,64,512
1030,150,2060,512,1024
320,560,640,64,512
1980,110,3960,1024,4096
580,240,1160,512,2048
480,200,960,128,512
930,400,1860,128,512
630,110,1260,512,512
1130,310,2260,1024,1024
880,110,1760,256,512
1920,120,3840,256,512
1870,560,3740,64,2048
390,240,780,128,1024
1560,440,3120,512,4096
760,680,1520,1024,1024
1020,330,2040,512,1024
1230,500,2460,32,512
1910,550,3820,512,512
1010,330,2020,128,512
1980,480,3960,128,2048
810,120,1620,32,512
1490,660,2980,512,4096
1430,170,2860,64,4096
1220,220,2440,64,4096
1490,570,2980,128,1024
1430,370,2860,128,512
600,550,1200,256,512
510,310,1020,256,2048
2000,230,4000,128,4096
590,70,1180,128,1024
350,490,700,256,1024
1250,330,2500,256,2048
1800,340,3600,1024,4096
1440,450,2880,512,512
620,80,1240,128,2048
930,250,1860,512,2048
1080,550,2160,32,1024
1970,500,3940,32,4096
560,130,1120,32,1024
1760,130,3520,32,512
1400,110,2800,64,2048
940,50,1880,64,2048
620,320,1240,32,1024
1030,480,2060,256,4096
1120,520,2240,32,4096
500,400,1000,32,4096
1300,120,2600,256,512
680,460,1360,1024,512
950,130,1900,1024,512
1290,130,2580,256,2048
730,110,1460,1024,512
790,140,1580,256,1024
1350,160,2700,256,4096
750,170,1500,64,2048
1700,250,3400,128,1024
1980,250,3960,128,512
1540,190,3080,32,1024
880,210,1760,1024,4096
1290,630,2580,32,512
480,510,960,128,1024
1840,410,3680,512,4096
1800,170,3600,128,512
1690,180,3380,256,2048
740,100,1480,512,4096
1310,650,2620,1024,1024
330,510,660,1024,512
1020,410,2040,64,2048
830,250,1660,64,4096
570,150,1140,1024,2048
600,460,1200,256,4096
1020,700,2040,256,512
460,160,920,256,4096
1320,220,2640,512,1024
1100,310,2200,256,1024
1490,90,2980,64,512
1490,500,2980,128,4096
1390,310,2780,128,2048
350,690,700,1024,2048
410,310,820,256,4096
840,450,1680,512,512
1200,150,2400,512,4096
1410,300,2820,128,1024
990,150,1980,256,4096
1700,550,3400,256,2048
1520,620,3040,32,4096
1950,280,3900,256,512
1200,500,2400,512,1024
850,240,1700,128,2048
480,400,960,1024,4096
1340,590,2680,512,4096
1630,440,3260,128,4096
1020,270,2040,128,2048
450,240,900,128,2048
750,340,1500,512,4096
560,320,1120,512,512
780,280,1560,128,4096
1050,410,2100,512,1024
1200,540,2400,1024,512
1080,330,2160,512,2048
1790,330,3580,512,512
1180,130,2360,32,512
1910,60,3820,128,2048
1390,240,2780,256,1024
1930,250,3860,128,1024
710,480,1420,32,1024
1450,680,2900,64,1024
790,660,1580,1024,1024
1440,350,2880,32,2048
1480,200,2960,1024,512
410,550,820,32,512
730,550,1460,512,512
680,530,1360,256,1024
1440,540,2880,64,4096
1740,110,3480,256,512
880,490,1760,32,2048
1630,350,3260,512,2048
1450,190,2900,256,4096
310,110,620,32,4096
1320,590,2640,32,1024
960,160,1920,32,1024
1860,150,3720,32,2048
300,480,600,128,1024
1090,640,2180,512,4096
1020,390,2040,256,4096
1080,510,2160,256,2048
1610,150,3220,1024,1024
850,670,1700,32,2048
1640,400,3280,1024,512
1100,490,2200,32,1024
360,70,720,256,1024
600,580,1200,32,2048
1530,540,3060,256,4096
1100,120,2200,32,4096
560,390,1120,512,4096
880,260,1760,1024,512
1330,410,2660,1024,2048
620,310,1240,1024,512
1560,320,3120,256,4096
710,160,1420,64,2048
1860,210,3720,32,4096
760,60,1520,256,4096
1600,650,3200,256,4096
620,480,1240,512,1024
790,660,1580,32,512
450,150,900,256,2048
1280,650,2560,256,512
1460,570,2920,64,512
1230,430,2460,1024,1024
1020,340,2040,256,512
1400,220,2800,128,2048
1400,540,2800,1024,2048
1460,200,2920,256,2048
1380,90,2760,128,1024
1910,550,3820,1024,4096
650,490,1300,256,2048
1510,520,3020,256,4096
700,470,1400,512,4096
500,320,1000,128,1024
1330,300,2660,64,2048
1060,580,2120,256,1024
1080,250,2160,1024,2048
1430,580,2860,128,4096
1610,570,3220,32,2048
890,610,1780,128,512
1430,380,2860,64,4096
1010,460,2020,128,512
1730,670,3460,1024,1024
1720,340,3440,128,2048
730,80,1460,128,4096
1340,620,2680,128,1024
