# failsafe unroll snumreg sdivint sdivindm f_central time_sampling nchans dmstep n_dmtrials nTimeProcessed Corner_Turn Dedispersion Host_To_Device total total
1 4 2 28 20 1400 0.000256 4096 0.2 520 468160 84.8853 1321.34 2516.18 3922.5 3922.61
1 4 2 28 20 1400 0.000256 4096 0.5 520 467600 84.9837 1319.37 2519.26 3923.71 3923.81
1 4 2 28 20 1400 0.000256 4096 1 520 466704 85.1434 1317.52 2526.93 3929.69 3929.79
1 4 2 28 20 1400 0.000256 4096 2 520 464800 85.4003 1311.3 2541.39 3938.18 3938.28
1 4 4 28 20 1400 0.000256 4096 0.1 520 468160 84.8798 879.027 2518.28 3482.28 3482.38
1 4 4 28 20 1400 0.000256 4096 0.2 520 467936 84.9377 876.307 2519.25 3480.59 3480.69
1 4 4 28 20 1400 0.000256 4096 0.5 520 467488 85.0205 872.221 2525.08 3482.41 3482.51
1 4 4 28 20 1400 0.000256 4096 1 520 466592 85.1753 871.348 2531.97 3488.59 3488.69
1 4 4 28 20 1400 0.000256 4096 2 520 464576 85.4483 866.944 2539.83 3492.31 3492.41
1 4 2 30 20 1400 0.000256 4096 0.1 520 468360 84.9101 1276.89 2517.54 3879.44 3879.54
1 4 2 30 20 1400 0.000256 4096 0.2 520 468240 84.8937 1274.03 2518.87 3877.89 3878
1 4 2 30 20 1400 0.000256 4096 0.5 520 467640 85.0428 1269.99 2522 3877.13 3877.23
1 4 2 30 20 1400 0.000256 4096 1 520 466680 85.1416 1269.17 2527 3881.41 3881.5
1 4 2 30 20 1400 0.000256 4096 2 520 464760 85.3833 1264 2543.41 3892.88 3892.98
1 4 4 30 20 1400 0.000256 4096 0.1 520 468240 84.9327 863.458 2524.75 3473.23 3473.33
1 4 4 30 20 1400 0.000256 4096 0.2 520 468000 84.8958 862.646 2525.46 3473.09 3473.2
1 4 4 30 20 1400 0.000256 4096 0.5 520 467520 85.118 860.432 2532.35 3477.99 3478.09
1 4 4 30 20 1400 0.000256 4096 1 520 466560 85.204 858.397 2533.95 3477.65 3477.75
1 4 4 30 20 1400 0.000256 4096 2 520 464640 85.4242 856.193 2543.98 3485.68 3485.78
1 4 2 32 20 1400 0.000256 4096 0.1 520 468352 84.9056 1241.37 2518.22 3844.6 3844.7
1 4 2 32 20 1400 0.000256 4096 0.2 520 468224 84.9244 1241.26 2519.55 3845.82 3845.92
1 4 2 32 20 1400 0.000256 4096 0.5 520 467584 85.0039 1238.77 2522.28 3846.15 3846.25
1 4 2 32 20 1400 0.000256 4096 1 520 466688 85.1223 1236.35 2527.56 3849.12 3849.21
1 4 2 32 20 1400 0.000256 4096 2 520 464768 85.3912 1229.77 2544.2 3859.45 3859.55
1 4 4 32 20 1400 0.000256 4096 0.1 520 468224 84.9225 831.799 2518.48 3435.3 3435.39
1 4 4 32 20 1400 0.000256 4096 0.2 520 467968 84.9488 832.055 2519.31 3436.4 3436.51
1 4 4 32 20 1400 0.000256 4096 0.5 520 467456 85.0811 831.395 2525.61 3442.17 3442.27
1 4 4 32 20 1400 0.000256 4096 1 520 466432 85.1912 830.538 2530.46 3446.28 3446.38
1 4 4 32 20 1400 0.000256 4096 2 520 464640 85.476 827.388 2540.09 3453.04 3453.14
