1720,110,3440,128,2048
1530,260,3060,128,1024
880,230,1760,64,1024
1040,300,2080,1024,4096
930,60,1860,512,4096
1610,70,3220,1024,2048
1540,420,3080,128,1024
1000,250,2000,1024,4096
1470,220,2940,32,1024
1910,410,3820,256,2048
1630,210,3260,512,4096
1490,290,2980,64,1024
440,92,880,1024,1024
930,225,1860,512,4096
1280,200,2560,512,512
1050,340,2100,256,1024
330,122,660,512,2048
650,80,1300,64,512
1710,320,3420,64,2048
270,60,540,64,4096
1770,190,3540,256,2048
380,85,760,512,2048
1420,390,2840,64,4096
1130,250,2260,128,512
630,130,1260,1024,2048
1250,400,2500,256,512
460,140,920,1024,2048
1430,500,2860,64,4096
1300,410,2600,512,4096
340,120,680,512,1024
340,95,680,64,1024
510,135,1020,128,2048
280,105,560,128,4096
1010,210,2020,256,2048
1710,80,3420,512,4096
1330,320,2660,32,512
1160,460,2320,512,512
1770,130,3540,1024,1024
420,120,840,128,1024
1840,390,3680,128,1024
440,60,880,256,1024
1150,240,2300,512,2048
500,100,1000,512,512
1230,300,2460,512,1024
250,65,500,128,1024
1590,270,3180,128,1024
1740,280,3480,1024,512
1860,500,3720,256,2048
1980,440,3960,1024,1024
1130,245,2260,64,512
720,180,1440,256,512
420,115,840,256,1024
1140,240,2280,1024,2048
1280,270,2560,32,4096
1590,150,3180,256,512
390,115,780,256,4096
1410,370,2820,32,512
1150,300,2300,1024,4096
550,195,1100,1024,4096
1900,500,3800,128,4096
1280,490,2560,512,512
1020,290,2040,32,2048
1900,490,3800,256,1024
1400,100,2800,64,512
1040,70,2080,128,2048
1720,190,3440,1024,2048
1180,310,2360,64,512
1220,290,2440,64,2048
1440,460,2880,128,4096
890,290,1780,128,1024
670,240,1340,512,2048
1260,290,2520,1024,1024
1770,370,3540,32,512
960,50,1920,64,1024
440,102,880,512,4096
1030,110,2060,128,1024
770,270,1540,1024,512
950,160,1900,1024,2048
1710,210,3420,256,1024
960,350,1920,1024,2048
930,120,1860,128,2048
880,170,1760,256,4096
